"","term","Total"
"8317","hit me in the",10
"8318","hit on by a",10
"8319","hit you up when",10
"8320","hold on to the",10
"8321","holding esea hearing schoollibraries",10
"8322","holding you like this",10
"8323","hope all your wishes",10
"8324","hope everyone had an",10
"8325","hope everyone has an",10
"8326","hope it goes well",10
"8327","hope to c u",10
"8328","hope to see all",10
"8329","hope today is a",10
"8330","hope we can get",10
"8331","hope you enjoy my",10
"8332","hope you like your",10
"8333","hopefully it will be",10
"8334","hospitality suite will open",10
"8335","hours in a day",10
"8336","how am i gonna",10
"8337","how are you hope",10
"8338","how are you liking",10
"8339","how can i be",10
"8340","how do u know",10
"8341","how do you define",10
"8342","how do you guys",10
"8343","how do you spell",10
"8344","how hard it was",10
"8345","how important it is",10
"8346","how is everyone today",10
"8347","how is it already",10
"8348","how it should be",10
"8349","how it works out",10
"8350","how long will you",10
"8351","how many do you",10
"8352","how many people have",10
"8353","how much are the",10
"8354","how much are you",10
"8355","how much i wish",10
"8356","how old are u",10
"8357","how to do a",10
"8358","how was your week",10
"8359","how will you make",10
"8360","i actually really like",10
"8361","i agree it was",10
"8362","i already have the",10
"8363","i always try to",10
"8364","i am a recruiter",10
"8365","i am addicted to",10
"8366","i am always looking",10
"8367","i am and you",10
"8368","i am at home",10
"8369","i am convinced that",10
"8370","i am enjoying the",10
"8371","i am headed to",10
"8372","i am in you",10
"8373","i am looking into",10
"8374","i am loving this",10
"8375","i am on twitter",10
"8376","i am so blessed",10
"8377","i am so lucky",10
"8378","i am so very",10
"8379","i am still in",10
"8380","i am still on",10
"8381","i am writing a",10
"8382","i ask you to",10
"8383","i believe that someday",10
"8384","i bet it is",10
"8385","i bet we could",10
"8386","i can assure you",10
"8387","i can count on",10
"8388","i can dm u",10
"8389","i can do a",10
"8390","i can get in",10
"8391","i can not believe",10
"8392","i can see a",10
"8393","i can see him",10
"8394","i can sum up",10
"8395","i cant believe youre",10
"8396","i cant even sleep",10
"8397","i cant feel my",10
"8398","i cant get you",10
"8399","i cant imagine how",10
"8400","i cant look at",10
"8401","i cant remember what",10
"8402","i cant sleep i",10
"8403","i cant stand people",10
"8404","i cant stand when",10
"8405","i cant stop playing",10
"8406","i cant thank you",10
"8407","i change my mind",10
"8408","i come to your",10
"8409","i could be with",10
"8410","i could go on",10
"8411","i could have done",10
"8412","i could never be",10
"8413","i could say the",10
"8414","i could see it",10
"8415","i could see you",10
"8416","i could think about",10
"8417","i could watch you",10
"8418","i did last night",10
"8419","i did not see",10
"8420","i didnt even notice",10
"8421","i didnt have my",10
"8422","i didnt know there",10
"8423","i didnt think of",10
"8424","i didnt think so",10
"8425","i didnt think you",10
"8426","i do love the",10
"8427","i do my best",10
"8428","i do that all",10
"8429","i do that i",10
"8430","i dont believe it",10
"8431","i dont care where",10
"8432","i dont even feel",10
"8433","i dont follow you",10
"8434","i dont get how",10
"8435","i dont get paid",10
"8436","i dont get this",10
"8437","i dont hate it",10
"8438","i dont know anyone",10
"8439","i dont know this",10
"8440","i dont like her",10
"8441","i dont need it",10
"8442","i dont plan on",10
"8443","i dont think any",10
"8444","i ever going to",10
"8445","i feel good about",10
"8446","i feel really good",10
"8447","i feel right now",10
"8448","i feel so much",10
"8449","i feel ya on",10
"8450","i fell asleep on",10
"8451","i follow on twitter",10
"8452","i forgot it was",10
"8453","i forgot to bring",10
"8454","i get a lot",10
"8455","i get on my",10
"8456","i get out at",10
"8457","i get so excited",10
"8458","i get tired of",10
"8459","i get to wear",10
"8460","i going to do",10
"8461","i got an a",10
"8462","i got my own",10
"8463","i got one of",10
"8464","i got so many",10
"8465","i got to say",10
"8466","i got to the",10
"8467","i gotta take a",10
"8468","i guess that is",10
"8469","i guess you dont",10
"8470","i had a girl",10
"8471","i had an amazing",10
"8472","i had more time",10
"8473","i had no clue",10
"8474","i had to give",10
"8475","i had to pick",10
"8476","i had to run",10
"8477","i had you cause",10
"8478","i hate not having",10
"8479","i hate that you",10
"8480","i hate to admit",10
"8481","i hate when a",10
"8482","i have a chance",10
"8483","i have a craving",10
"8484","i have a reason",10
"8485","i have a serious",10
"8486","i have a weird",10
"8487","i have for you",10
"8488","i have heard that",10
"8489","i have no money",10
"8490","i have no patience",10
"8491","i have time to",10
"8492","i have to fix",10
"8493","i have to read",10
"8494","i have to talk",10
"8495","i have way too",10
"8496","i havent been here",10
"8497","i havent even been",10
"8498","i havent had time",10
"8499","i havent seen a",10
"8500","i havent seen her",10
"8501","i hear the song",10
"8502","i highly recommend the",10
"8503","i hope he does",10
"8504","i hope he is",10
"8505","i hope it rains",10
"8506","i hope youre feeling",10
"8507","i just cant stand",10
"8508","i just dont really",10
"8509","i just emailed you",10
"8510","i just got this",10
"8511","i just heard the",10
"8512","i just learned about",10
"8513","i just love your",10
"8514","i just need somebody",10
"8515","i just need someone",10
"8516","i just read a",10
"8517","i just read this",10
"8518","i just realized how",10
"8519","i just really like",10
"8520","i just try to",10
"8521","a better job of",9
"8522","a big bag of",9
"8523","a big deal to",9
"8524","a big year for",9
"8525","a bit out of",9
"8526","a call from the",9
"8527","a call if you",9
"8528","a cherry on top",9
"8529","a coffee shop in",9
"8530","a date with a",9
"8531","a day or two",9
"8532","a direct message with",9
"8533","a fan of this",9
"8534","a feeling its going",9
"8535","a few days i",9
"8536","a few in the",9
"8537","a few minutes before",9
"8538","a few minutes on",9
"8539","a few weeks i",9
"8540","a first time for",9
"8541","a forest fire but",9
"8542","a free bag of",9
"8543","a fresh cup of",9
"8544","a fun way to",9
"8545","a gift from god",9
"8546","a girls night out",9
"8547","a good amount of",9
"8548","a good day after",9
"8549","a good day with",9
"8550","a good look at",9
"8551","a good look for",9
"8552","a good name for",9
"8553","a good night and",9
"8554","a good night for",9
"8555","a good one rt",9
"8556","a good thing that",9
"8557","a great conversation with",9
"8558","a great day thanks",9
"8559","a great gift for",9
"8560","a great labor day",9
"8561","a great name for",9
"8562","a great night for",9
"8563","a great time playing",9
"8564","a great weekend of",9
"8565","a guy on the",9
"8566","a hard time finding",9
"8567","a head start on",9
"8568","a hill than up",9
"8569","a hot cup of",9
"8570","a lack of strength",9
"8571","a lady in the",9
"8572","a lead in the",9
"8573","a little better than",9
"8574","a little late to",9
"8575","a little on the",9
"8576","a living selfeducation will",9
"8577","a long ass day",9
"8578","a look at our",9
"8579","a lot of love",9
"8580","a lot of music",9
"8581","a lot of ppl",9
"8582","a lot of problems",9
"8583","a lot of respect",9
"8584","a lot of talk",9
"8585","a lot of these",9
"8586","a lot of trouble",9
"8587","a lovehate relationship with",9
"8588","a member of our",9
"8589","a month or so",9
"8590","a movie about a",9
"8591","a movie with my",9
"8592","a night out with",9
"8593","a pair of pants",9
"8594","a part of life",9
"8595","a perfect example of",9
"8596","a pic of it",9
"8597","a picture of myself",9
"8598","a pitcher of beer",9
"8599","a place where i",9
"8600","a pretty good job",9
"8601","a private island full",9
"8602","a problem with the",9
"8603","a promo to her",9
"8604","a proud sponsor of",9
"8605","a real estate agent",9
"8606","a really good movie",9
"8607","a red sox fan",9
"8608","a relationship is a",9
"8609","a ring this year",9
"8610","a safe trip back",9
"8611","a second there i",9
"8612","a series of small",9
"8613","a short period of",9
"8614","a sign that i",9
"8615","a signed copy of",9
"8616","a small bunch of",9
"8617","a smile is the",9
"8618","a society where pizza",9
"8619","a song for the",9
"8620","a story on the",9
"8621","a two year old",9
"8622","a very good day",9
"8623","a warm welcome to",9
"8624","a way to keep",9
"8625","a way to see",9
"8626","a we pledge allegiance",9
"8627","a while to get",9
"8628","a whole box to",9
"8629","a whole lot better",9
"8630","a wonderful new year",9
"8631","a wonderful time at",9
"8632","a world full of",9
"8633","a year ago i",9
"8634","a year old singer",9
"8635","able to do that",9
"8636","able to sleep tonight",9
"8637","about it on the",9
"8638","about not being able",9
"8639","about that time to",9
"8640","about the state of",9
"8641","about to get started",9
"8642","about to get this",9
"8643","about to give up",9
"8644","about to see my",9
"8645","about to take off",9
"8646","about to take the",9
"8647","about what you do",9
"8648","about what you have",9
"8649","account i got hacked",9
"8650","account related to porn",9
"8651","achieved great things have",9
"8652","act as if what",9
"8653","add you to the",9
"8654","addicted to a certain",9
"8655","address and we can",9
"8656","address so we can",9
"8657","after years he hunted",9
"8658","ah the joys of",9
"8659","ai jroc playing the",9
"8660","aint about that life",9
"8661","aint bout that life",9
"8662","alarm is going off",9
"8663","alex is sexy alex",9
"8664","all bottles of wine",9
"8665","all day and all",9
"8666","all day in the",9
"8667","all day today and",9
"8668","all fuck you all",9
"8669","all good things come",9
"8670","all i ask is",9
"8671","all i feel like",9
"8672","all in this together",9
"8673","all men who have",9
"8674","all my friends in",9
"8675","all my friends who",9
"8676","all of lifes problems",9
"8677","all of the awesome",9
"8678","all of the moms",9
"8679","all of us who",9
"8680","all over your face",9
"8681","all that you want",9
"8682","all the best in",9
"8683","all the birthday wishes",9
"8684","all the boys to",9
"8685","all the little pieces",9
"8686","all the time all",9
"8687","all the time for",9
"8688","all the time in",9
"8689","all the time when",9
"8690","all the time you",9
"8691","all the way i",9
"8692","all the work i",9
"8693","all things through christ",9
"8694","all work no play",9
"8695","allegiance to it we",9
"8696","almost done with my",9
"8697","almost done with this",9
"8698","already know the answer",9
"8699","also check out the",9
"8700","always a good idea",9
"8701","always been a fan",9
"8702","always fall for the",9
"8703","always have the best",9
"8704","always looking for good",9
"8705","always seem to be",9
"8706","always thanks for the",9
"8707","always wanted to try",9
"8708","am always looking for",9
"8709","am and im still",9
"8710","am done with my",9
"8711","am going to a",9
"8712","am i still in",9
"8713","am not a fan",9
"8714","am so glad to",9
"8715","am so glad you",9
"8716","am so happy you",9
"8717","am so looking forward",9
"8718","am so sorry i",9
"8719","am the light of",9
"8720","amazing how someone can",9
"8721","american story at heinz",9
"8722","an american story at",9
"8723","an april fools joke",9
"8724","an artist is not",9
"8725","an autographed copy of",9
"8726","an email with your",9
"8727","an hour or two",9
"8728","an idea for a",9
"8729","an inspiration to us",9
"8730","an invite to the",9
"8731","and a bottle of",9
"8732","and a dm to",9
"8733","and a half years",9
"8734","and are going to",9
"8735","and as soon as",9
"8736","and be able to",9
"8737","and be done with",9
"8738","and be glad in",9
"8739","and being able to",9
"8740","and do all that",9
"8741","and enjoy the games",9
"8742","and enjoy the weather",9
"8743","and everything will be",9
"8744","and follow metweet meiloveyou",9
"8745","and for the follow",9
"8746","and get to the",9
"8747","and get to work",9
"8748","and going to bed",9
"8749","and going to the",9
"8750","and hang out with",9
"8751","and have a beer",9
"8752","and he knows it",9
"8753","and he said he",9
"8754","and head to the",9
"8755","and hope for the",9
"8756","and how did you",9
"8757","and how many times",9
"8758","and i agree with",9
"8759","and i are getting",9
"8760","and i are playing",9
"8761","and i bet you",9
"8762","and i cant believe",9
"8763","and i couldnt be",9
"8764","and i dont see",9
"8765","and i follow back",9
"8766","and i give you",9
"8767","and i just dont",9
"8768","and i just wanna",9
"8769","and i like the",9
"8770","and i love them",9
"8771","and i saw you",9
"8772","and i thank you",9
"8773","and i think it",9
"8774","and i told you",9
"8775","and i want some",9
"8776","and i was in",9
"8777","and i will have",9
"8778","and i wish you",9
"8779","and i woke up",9
"8780","and if you have",9
"8781","and if you want",9
"8782","and ill see you",9
"8783","and im so proud",9
"8784","and it reminded me",9
"8785","and its gonna be",9
"8786","and let us help",9
"8787","and look at what",9
"8788","and looks like work",9
"8789","and move on to",9
"8790","and never come back",9
"8791","and no matter how",9
"8792","and now im a",9
"8793","and on and on",9
"8794","and on the way",9
"8795","and one of my",9
"8796","and others is not",9
"8797","and prosperous new year",9
"8798","and ready to get",9
"8799","and see how you",9
"8800","and see if i",9
"8801","and served in iraq",9
"8802","and she said she",9
"8803","and so it begins",9
"8804","and tell him to",9
"8805","and that his career",9
"8806","and that would be",9
"8807","and thats how you",9
"8808","and the ability to",9
"8809","and then going to",9
"8810","and then i was",9
"8811","and then when i",9
"8812","and there will be",9
"8813","and they dont know",9
"8814","and they will be",9
"8815","and thought i was",9
"8816","and to all the",9
"8817","and to you as",9
"8818","and wait for the",9
"8819","and waiting and waiting",9
"8820","and wanted to see",9
"8821","and we are so",9
"8822","and we can chat",9
"8823","and we can help",9
"8824","and we cant wait",9
"8825","and well give you",9
"8826","and well help you",9
"8827","and well see you",9
"8828","and well send you",9
"8829","and what do i",9
"8830","and what is the",9
"8831","and why do i",9
"8832","and will be at",9
"8833","and you are my",9
"8834","and you can do",9
"8835","and you have no",9
"8836","and you need to",9
"8837","and you were the",9
"8838","announce the winner of",9
"8839","another sunny day in",9
"8840","anticipation is killing me",9
"8841","any chance you can",9
"8842","any chance youll be",9
"8843","any of you are",9
"8844","any of you guys",9
"8845","any of you know",9
"8846","anyone else in the",9
"8847","anyone else think the",9
"8848","anyone know what the",9
"8849","anyone out there have",9
"8850","anyone want to buy",9
"8851","anyone want to help",9
"8852","anyone who wants to",9
"8853","anything in the world",9
"8854","appearance to women by",9
"8855","appreciate what you have",9
"8856","appreciate your support and",9
"8857","are a fan of",9
"8858","are about to start",9
"8859","are and what you",9
"8860","are as good as",9
"8861","are back in the",9
"8862","are back in town",9
"8863","are coming back to",9
"8864","are driving me crazy",9
"8865","are excited for the",9
"8866","are far more than",9
"8867","are filling up fast",9
"8868","are going to give",9
"8869","are important make them",9
"8870","are in love with",9
"8871","are just going to",9
"8872","are looking for the",9
"8873","are one of them",9
"8874","are out of control",9
"8875","are proud to announce",9
"8876","are proud to be",9
"8877","are ready for the",9
"8878","are so lucky to",9
"8879","are so many things",9
"8880","are so talented and",9
"8881","are the best thanks",9
"8882","are we still on",9
"8883","are working on a",9
"8884","are you doing a",9
"8885","are you doing anything",9
"8886","are you doing the",9
"8887","are you gonna go",9
"8888","are you guys planning",9
"8889","are you in a",9
"8890","are you in dc",9
"8891","are you one of",9
"8892","are you still at",9
"8893","are you thinking about",9
"8894","arent the same without",9
"8895","around the corner so",9
"8896","around the world in",9
"8897","art of getting someone",9
"8898","artist is not paid",9
"8899","as fast as possible",9
"8900","as fuck right now",9
"8901","as i can remember",9
"8902","as i can tell",9
"8903","as if they were",9
"8904","as if what you",9
"8905","as if you were",9
"8906","as it used to",9
"8907","as many people as",9
"8908","as much as a",9
"8909","as much as your",9
"8910","as well thanks for",9
"8911","ask him if he",9
"8912","ask me if im",9
"8913","ask me to follow",9
"8914","asked if i could",9
"8915","asked if i wanted",9
"8916","asking me if i",9
"8917","at heinz history center",9
"8918","at how many people",9
"8919","at least a few",9
"8920","at least i hope",9
"8921","at least now i",9
"8922","at least once in",9
"8923","at least we know",9
"8924","at my cousins house",9
"8925","at my desk at",9
"8926","at pm on the",9
"8927","at the bar for",9
"8928","at the battle of",9
"8929","at the crack of",9
"8930","at the dog park",9
"8931","at the four seasons",9
"8932","at the heart of",9
"8933","at the mall for",9
"8934","at the next one",9
"8935","at the point where",9
"8936","at the table with",9
"8937","at this time of",9
"8938","at work cant wait",9
"8939","at ya have a",9
"8940","attractive you can improve",9
"8941","award goes to for",9
"8942","awesome keep up the",9
"8943","awesome moment when you",9
"8944","awesome to meet you",9
"8945","awkward moment when i",9
"8946","aww thanks for the",9
"8947","babe i love you",9
"8948","back and see us",9
"8949","back at work after",9
"8950","back at ya have",9
"8951","back from a great",9
"8952","back in the states",9
"8953","back of the room",9
"8954","back on my twitter",9
"8955","back teamfollowback you get",9
"8956","back to the way",9
"8957","back to work today",9
"8958","back to you on",9
"8959","bad im going to",9
"8960","be a dream come",9
"8961","be a fun one",9
"8962","be a good year",9
"8963","be a nice day",9
"8964","be able to stay",9
"8965","be added to the",9
"8966","be an awesome day",9
"8967","be at the beach",9
"8968","be available at the",9
"8969","be careful not to",9
"8970","be good for you",9
"8971","be happy to hear",9
"8972","be in my heart",9
"8973","be in my thoughts",9
"8974","be in your life",9
"8975","be included in the",9
"8976","be interested in doing",9
"8977","be looking forward to",9
"8978","be more of a",9
"8979","be nice if the",9
"8980","be nice to get",9
"8981","be of service to",9
"8982","be open to the",9
"8983","be or not to",9
"8984","be prepared for the",9
"8985","be presenting at the",9
"8986","be so happy if",9
"8987","be so much easier",9
"8988","be some sort of",9
"8989","be sure to have",9
"8990","be sure to like",9
"8991","be sure to look",9
"8992","be sure to spread",9
"8993","be sure to support",9
"8994","be the first one",9
"8995","be the greatest thing",9
"8996","be the party we",9
"8997","be the type of",9
"8998","be there for the",9
"8999","be treated like a",9
"9000","be very happy to",9
"9001","be watching the game",9
"9002","be willing to do",9
"9003","be working on this",9
"9004","be worth the wait",9
"9005","beach are you heading",9
"9006","beach cause im going",9
"9007","beach ft waist to",9
"9008","beautiful day in san",9
"9009","beautiful day to be",9
"9010","beautiful no matter what",9
"9011","beauty of their dreams",9
"9012","because i am not",9
"9013","because i dont know",9
"9014","because i live in",9
"9015","because i said so",9
"9016","because i was in",9
"9017","because im going to",9
"9018","because it is a",9
"9019","because its over smile",9
"9020","because of you i",9
"9021","because you have a",9
"9022","become a fan of",9
"9023","become a part of",9
"9024","become part of the",9
"9025","bed in the morning",9
"9026","been a huge fan",9
"9027","been a while but",9
"9028","been awhile since ive",9
"9029","been done i only",9
"9030","been getting a lot",9
"9031","been looking for a",9
"9032","been on in awhile",9
"9033","been the same since",9
"9034","been there for you",9
"9035","been this happy in",9
"9036","been up all night",9
"9037","before i have a",9
"9038","begins with a dreamer",9
"9039","behind the scenes at",9
"9040","being in love with",9
"9041","being the only one",9
"9042","believe in love at",9
"9043","believe in the beauty",9
"9044","believe its been a",9
"9045","best birthday present ever",9
"9046","best friend i love",9
"9047","best in the biz",9
"9048","best in the business",9
"9049","best of luck and",9
"9050","best pg in the",9
"9051","best point guard in",9
"9052","best thing ive seen",9
"9053","better than the first",9
"9054","better than well said",9
"9055","better to do than",9
"9056","better way to celebrate",9
"9057","between a successful person",9
"9058","beware the ides of",9
"9059","big homie ceo of",9
"9060","big part of the",9
"9061","big thank you for",9
"9062","bike to work day",9
"9063","birthday cody many years",9
"9064","birthday have a good",9
"9065","birthday to my beautiful",9
"9066","birthday to my dad",9
"9067","bitch you wasnt with",9
"9068","bless you and your",9
"9069","blessed to have a",9
"9070","blown away by the",9
"9071","bong bong bong bong",9
"9072","bored outta my mind",9
"9073","born to be somebody",9
"9074","bought my ticket for",9
"9075","bout to call it",9
"9076","box to start a",9
"9077","boyfriend everywhere favorite song",9
"9078","bread while it lasts",9
"9079","break your heart but",9
"9080","broken in two let",9
"9081","but all i want",9
"9082","but for his vision",9
"9083","but he is a",9
"9084","but i bet he",9
"9085","but i can never",9
"9086","but i didnt see",9
"9087","but i dont even",9
"9088","but i love her",9
"9089","but i only have",9
"9090","but i really cant",9
"9091","but i really do",9
"9092","but i still believe",9
"9093","but i was in",9
"9094","but i will always",9
"9095","but ill be there",9
"9096","but im bout to",9
"9097","but im from uruguay",9
"9098","but im ready for",9
"9099","but im starting to",9
"9100","but it has been",9
"9101","but it has to",9
"9102","but it is what",9
"9103","but it was fun",9
"9104","but its not a",9
"9105","but ive got a",9
"9106","but most of all",9
"9107","but no matter what",9
"9108","but not in the",9
"9109","but of course i",9
"9110","but oh well i",9
"9111","but one of the",9
"9112","but the question is",9
"9113","but the truth is",9
"9114","but then i got",9
"9115","but then i remember",9
"9116","but they will never",9
"9117","but this time i",9
"9118","but we will be",9
"9119","but while were here",9
"9120","but you cant have",9
"9121","buy it and listen",9
"9122","by a series of",9
"9123","by far my favorite",9
"9124","by how many people",9
"9125","by one of my",9
"9126","by one of the",9
"9127","by the fact that",9
"9128","by the seeds that",9
"9129","by the way we",9
"9130","by the way you",9
"9131","by to say hello",9
"9132","by twintapes did you",9
"9133","by unfollowing every dont",9
"9134","by watching your weight",9
"9135","call it the present",9
"9136","can be used as",9
"9137","can be used in",9
"9138","can do for your",9
"9139","can do it all",9
"9140","can do it on",9
"9141","can do so much",9
"9142","can do the same",9
"9143","can do whatever i",9
"9144","can ease the burden",9
"9145","can get rid of",9
"9146","can help me out",9
"9147","can help you find",9
"9148","can i be a",9
"9149","can i be the",9
"9150","can i do it",9
"9151","can i get in",9
"9152","can i get my",9
"9153","can i go home",9
"9154","can improve your appearance",9
"9155","can kiss my ass",9
"9156","can make it up",9
"9157","can never have enough",9
"9158","can not wait for",9
"9159","can pick up a",9
"9160","can pull it off",9
"9161","can say is wow",9
"9162","can see it but",9
"9163","can send it to",9
"9164","can set up a",9
"9165","can someone help me",9
"9166","can start a forest",9
"9167","can sum up everything",9
"9168","can take a picture",9
"9169","can u send me",9
"9170","can we talk about",9
"9171","can you call me",9
"9172","can you follow back",9
"9173","can you send a",9
"9174","can you tell im",9
"9175","cannot stop listening to",9
"9176","cant believe how fast",9
"9177","cant believe how many",9
"9178","cant believe i didnt",9
"9179","cant believe im saying",9
"9180","cant believe its almost",9
"9181","cant believe that i",9
"9182","cant catch a break",9
"9183","cant come fast enough",9
"9184","cant fall asleep because",9
"9185","cant find the words",9
"9186","cant get over the",9
"9187","cant put it down",9
"9188","cant sleep and i",9
"9189","cant stop wont stop",9
"9190","cant tell if you",9
"9191","cant tell the difference",9
"9192","cant wait for him",9
"9193","cant wait for new",9
"9194","cant wait for saturday",9
"9195","cant wait for spring",9
"9196","cant wait till you",9
"9197","cant wait to c",9
"9198","cant wait to finally",9
"9199","cant wait until my",9
"9200","cant wait until next",9
"9201","care i dont care",9
"9202","career turns out i",9
"9203","career will continue pumping",9
"9204","careless match can start",9
"9205","case you were wondering",9
"9206","cast my vote for",9
"9207","catch up with my",9
"9208","catching up on some",9
"9209","cause i dont want",9
"9210","cause im going today",9
"9211","ceo of lets get",9
"9212","certain kind of sadness",9
"9213","chance to listen to",9
"9214","chance to see the",9
"9215","chance to talk to",9
"9216","chance to win the",9
"9217","check it out in",9
"9218","check it out its",9
"9219","check out my facebook",9
"9220","check out our page",9
"9221","check out the show",9
"9222","checkin on yahoo sportacular",9
"9223","checking out the new",9
"9224","checking to see if",9
"9225","cheers to the freakin",9
"9226","child abuse and neglect",9
"9227","chinese for the day",9
"9228","christmas to all and",9
"9229","christmas to you and",9
"9230","church in the morning",9
"9231","cinco de mayo to",9
"9232","ckc custom homes is",9
"9233","cody many years of",9
"9234","come back to ny",9
"9235","come in contact with",9
"9236","come join the fun",9
"9237","come on over to",9
"9238","come out and show",9
"9239","come out for a",9
"9240","come talk to me",9
"9241","come to find out",9
"9242","come to the end",9
"9243","come to the gym",9
"9244","come true but im",9
"9245","come visit me in",9
"9246","comes to an end",9
"9247","comes to itunes i",9
"9248","comes to those who",9
"9249","coming back for more",9
"9250","congrats on all your",9
"9251","congrats on the launch",9
"9252","congrats to my friend",9
"9253","congrats to on her",9
"9254","congratulations to the new",9
"9255","contact me for more",9
"9256","contact us for more",9
"9257","continue pumping throughout the",9
"9258","convince my mom to",9
"9259","could be a lot",9
"9260","could be the first",9
"9261","could get a follow",9
"9262","couldnt agree more with",9
"9263","count here are some",9
"9264","count me in for",9
"9265","counting down the hours",9
"9266","couple of days ago",9
"9267","course cant wait to",9
"9268","crowned prince princess charm",9
"9269","cry because its over",9
"9270","cups of coffee and",9
"9271","cuz i dont want",9
"9272","daily gtky question what",9
"9273","damn i need to",9
"9274","date impressions first impressions",9
"9275","date night with my",9
"9276","day closer to the",9
"9277","day for a ride",9
"9278","day for you to",9
"9279","day in san diego",9
"9280","day in the city",9
"9281","day in the office",9
"9282","day in your life",9
"9283","day is going well",9
"9284","day is just around",9
"9285","day it is written",9
"9286","day of all please",9
"9287","day to all our",9
"9288","day to you and",9
"9289","day you will notice",9
"9290","days of the year",9
"9291","days til i see",9
"9292","deal of the day",9
"9293","decided to look beyond",9
"9294","definitely let me know",9
"9295","definitely one of my",9
"9296","definitely worth checking out",9
"9297","dental pics and most",9
"9298","depends on how much",9
"9299","did a fantastic job",9
"9300","did exist i would",9
"9301","did i do wrong",9
"9302","did it for me",9
"9303","did you just say",9
"9304","did you mean to",9
"9305","did you read the",9
"9306","did you really just",9
"9307","didnt have to go",9
"9308","didnt see that one",9
"9309","didnt think that was",9
"9310","died at the age",9
"9311","difference a day makes",9
"9312","difference in the world",9
"9313","distinguishes between a leader",9
"9314","djs ai jroc playing",9
"9315","djs jroc justin george",9
"9316","dm me and ill",9
"9317","dm me for a",9
"9318","dm me ur email",9
"9319","dm me your contact",9
"9320","do any of my",9
"9321","do better than that",9
"9322","do i do that",9
"9323","do i do this",9
"9324","do i get in",9
"9325","do in the morning",9
"9326","do it again next",9
"9327","do it in a",9
"9328","do it like a",9
"9329","do makes a difference",9
"9330","do not go where",9
"9331","do not need a",9
"9332","do something you want",9
"9333","do such a thing",9
"9334","do that but i",9
"9335","do this to myself",9
"9336","do to get a",9
"9337","do to get you",9
"9338","do u remember me",9
"9339","do u think the",9
"9340","do what it takes",9
"9341","do what makes you",9
"9342","do what you say",9
"9343","do when you dont",9
"9344","do you ever have",9
"9345","do you feel that",9
"9346","do you get if",9
"9347","do you have that",9
"9348","do you know your",9
"9349","do you not like",9
"9350","do you think if",9
"9351","do you use for",9
"9352","does anyone know a",9
"9353","does anyone know when",9
"9354","does it need to",9
"9355","does not matter how",9
"9356","does not mean that",9
"9357","doesnt change the fact",9
"9358","doesnt mean i like",9
"9359","doing an interview for",9
"9360","doing my best to",9
"9361","done because he wants",9
"9362","done i only see",9
"9363","done when finished x",9
"9364","dont answer the phone",9
"9365","dont ask dont tell",9
"9366","dont care i dont",9
"9367","dont care if he",9
"9368","dont even know whats",9
"9369","dont forget to bring",9
"9370","dont forget to tell",9
"9371","dont forget to visit",9
"9372","dont go well eat",9
"9373","dont have to deal",9
"9374","dont have to wear",9
"9375","dont know how long",9
"9376","dont know how many",9
"9377","dont know if ill",9
"9378","dont know if this",9
"9379","dont know if we",9
"9380","dont know what else",9
"9381","dont know where i",9
"9382","dont know you but",9
"9383","dont lie to me",9
"9384","dont like it but",9
"9385","dont live in the",9
"9386","dont need the money",9
"9387","dont pay attention to",9
"9388","dont seem to be",9
"9389","dont sweat the small",9
"9390","dont talk about it",9
"9391","dont tell me how",9
"9392","dont think i want",9
"9393","dont think i will",9
"9394","dont think so but",9
"9395","dont wanna be right",9
"9396","dont want anyone to",9
"9397","dont want them to",9
"9398","dont want to follow",9
"9399","dont want to start",9
"9400","dont want to wake",9
"9401","down a hill than",9
"9402","down the road from",9
"9403","dream begins with a",9
"9404","dream last night i",9
"9405","dreams are made of",9
"9406","dropped out of the",9
"9407","ease the burden on",9
"9408","easier to go down",9
"9409","easy it is to",9
"9410","education will make you",9
"9411","else to do but",9
"9412","else to do something",9
"9413","email address and we",9
"9414","email let me know",9
"9415","end of a sentence",9
"9416","end of the rd",9
"9417","end of this week",9
"9418","end up being a",9
"9419","end up going to",9
"9420","english we speak it",9
"9421","enjoy your day off",9
"9422","enjoyed it thanks for",9
"9423","enough time to do",9
"9424","enough to do it",9
"9425","enough to know i",9
"9426","even close to being",9
"9427","even if i had",9
"9428","even if they are",9
"9429","even if we dont",9
"9430","even if youre not",9
"9431","even know it was",9
"9432","even know where to",9
"9433","even know why i",9
"9434","even though i know",9
"9435","ever tell you that",9
"9436","every dont unfollow me",9
"9437","every great dream begins",9
"9438","every time i read",9
"9439","every time i try",9
"9440","every time i walk",9
"9441","everybody wants to be",9
"9442","everyone i know is",9
"9443","everyone is enjoying their",9
"9444","everyone please go follow",9
"9445","everyone would do it",9
"9446","everything i need to",9
"9447","everything that you do",9
"9448","everything will be alright",9
"9449","everytime i see the",9
"9450","everywhere favorite song on",9
"9451","everywhere i go i",9
"9452","exactly how i feel",9
"9453","exactly what i need",9
"9454","excited about this new",9
"9455","excited for the show",9
"9456","excited for this summer",9
"9457","excited i cant wait",9
"9458","excited to come to",9
"9459","excited to see a",9
"9460","exist i would still",9
"9461","express offers great savings",9
"9462","eye out for a",9
"9463","eye out for our",9
"9464","fact that there is",9
"9465","family are doing well",9
"9466","fan checkin on yahoo",9
