"","term","Total"
"25896","for months now",13
"25897","for not knowing",13
"25898","for once im",13
"25899","for our annual",13
"25900","for quite some",13
"25901","for retweeting my",13
"25902","for s new",13
"25903","for sale in",13
"25904","for setting up",13
"25905","for some awesome",13
"25906","for something i",13
"25907","for students to",13
"25908","for such an",13
"25909","for sure im",13
"25910","for sure that",13
"25911","for that long",13
"25912","for that tweet",13
"25913","for the after",13
"25914","for the afternoon",13
"25915","for the album",13
"25916","for the chance",13
"25917","for the green",13
"25918","for the heart",13
"25919","for the idea",13
"25920","for the inclusion",13
"25921","for the interview",13
"25922","for the laugh",13
"25923","for the memories",13
"25924","for the nfl",13
"25925","for the prayers",13
"25926","for the the",13
"25927","for their support",13
"25928","for this afternoon",13
"25929","for to come",13
"25930","for today is",13
"25931","for todays game",13
"25932","for tonight at",13
"25933","for u and",13
"25934","for us we",13
"25935","for years to",13
"25936","for you baby",13
"25937","for you both",13
"25938","for you by",13
"25939","for you girl",13
"25940","for you good",13
"25941","for you its",13
"25942","for you love",13
"25943","for you my",13
"25944","for you please",13
"25945","for you then",13
"25946","for your good",13
"25947","for your health",13
"25948","for your kids",13
"25949","for your right",13
"25950","for your show",13
"25951","forever i love",13
"25952","forever to get",13
"25953","forget about our",13
"25954","forget how to",13
"25955","forget to shop",13
"25956","forgot you were",13
"25957","formula for success",13
"25958","forward to hosting",13
"25959","forward to s",13
"25960","forward to speaking",13
"25961","forward to taking",13
"25962","found the right",13
"25963","foundational key to",13
"25964","four three mean",13
"25965","freaked out by",13
"25966","freaking love you",13
"25967","free of charge",13
"25968","friday will be",13
"25969","friend have a",13
"25970","friend i love",13
"25971","friends i dont",13
"25972","friends on facebook",13
"25973","friends with someone",13
"25974","friends with you",13
"25975","friendship is like",13
"25976","from a new",13
"25977","from a very",13
"25978","from for the",13
"25979","from head to",13
"25980","from la to",13
"25981","from my life",13
"25982","from new jersey",13
"25983","from th grade",13
"25984","from the boys",13
"25985","from the north",13
"25986","from the one",13
"25987","from the outside",13
"25988","from the studio",13
"25989","from the usa",13
"25990","from the west",13
"25991","from this day",13
"25992","from this weekend",13
"25993","from what you",13
"25994","from your own",13
"25995","fruits and veggies",13
"25996","fuck is wrong",13
"25997","fuck with my",13
"25998","fuck you bitch",13
"25999","full of it",13
"26000","full of surprises",13
"26001","fun thank you",13
"26002","fun to have",13
"26003","fun when you",13
"26004","fun with it",13
"26005","ga band on",13
"26006","game i think",13
"26007","game should be",13
"26008","game starts at",13
"26009","gave a great",13
"26010","gave me an",13
"26011","gave me his",13
"26012","gave me some",13
"26013","gay marriage is",13
"26014","get a group",13
"26015","get a ride",13
"26016","get a special",13
"26017","get an iphone",13
"26018","get at us",13
"26019","get back at",13
"26020","get excited for",13
"26021","get her a",13
"26022","get home im",13
"26023","get home to",13
"26024","get if you",13
"26025","get involved with",13
"26026","get it im",13
"26027","get it started",13
"26028","get my email",13
"26029","get my hopes",13
"26030","get out at",13
"26031","get out this",13
"26032","get outta my",13
"26033","get right on",13
"26034","get serious about",13
"26035","get some new",13
"26036","get the book",13
"26037","get there and",13
"26038","get to keep",13
"26039","get to pick",13
"26040","get under the",13
"26041","get up from",13
"26042","get up there",13
"26043","get your copy",13
"26044","get your tix",13
"26045","get yourself a",13
"26046","gets a little",13
"26047","gets to see",13
"26048","getting a bit",13
"26049","getting a few",13
"26050","getting sick of",13
"26051","getting up and",13
"26052","getting what you",13
"26053","getting yelled at",13
"26054","gift card from",13
"26055","girl i know",13
"26056","girl on the",13
"26057","girl that you",13
"26058","girl you got",13
"26059","give it time",13
"26060","give the best",13
"26061","give to the",13
"26062","give up to",13
"26063","give us some",13
"26064","give us your",13
"26065","give you more",13
"26066","glad to do",13
"26067","glad to get",13
"26068","glad you didnt",13
"26069","glad you find",13
"26070","glad youre here",13
"26071","go away come",13
"26072","go by the",13
"26073","go down a",13
"26074","go home i",13
"26075","go right now",13
"26076","go talk to",13
"26077","go to court",13
"26078","go to for",13
"26079","go to his",13
"26080","go to new",13
"26081","go watch the",13
"26082","go with my",13
"26083","god be the",13
"26084","god damn it",13
"26085","god is in",13
"26086","god must love",13
"26087","goes by so",13
"26088","goes down the",13
"26089","going crazy with",13
"26090","going on on",13
"26091","going to an",13
"26092","going to cali",13
"26093","going to create",13
"26094","going to drive",13
"26095","going to grow",13
"26096","going to marry",13
"26097","going to pass",13
"26098","going to think",13
"26099","gone too soon",13
"26100","gonna be hard",13
"26101","gonna be okay",13
"26102","gonna be your",13
"26103","gonna talk to",13
"26104","gonna tell you",13
"26105","gonna win this",13
"26106","good afternoon everyone",13
"26107","good as you",13
"26108","good at the",13
"26109","good day of",13
"26110","good for her",13
"26111","good friday morning",13
"26112","good i cant",13
"26113","good ill be",13
"26114","good kind of",13
"26115","good luck youll",13
"26116","good mood today",13
"26117","good morning so",13
"26118","good my dude",13
"26119","good night i",13
"26120","good night my",13
"26121","good the bad",13
"26122","good thing the",13
"26123","good thing to",13
"26124","good thing youre",13
"26125","good time and",13
"26126","got a bad",13
"26127","got a lil",13
"26128","got a sweet",13
"26129","got away with",13
"26130","got back in",13
"26131","got done eating",13
"26132","got in from",13
"26133","got it done",13
"26134","got nothin on",13
"26135","got picked up",13
"26136","got some really",13
"26137","got to try",13
"26138","got too much",13
"26139","got way too",13
"26140","gotta figure out",13
"26141","gotta love him",13
"26142","gotta say i",13
"26143","gotta talk to",13
"26144","gotta wake up",13
"26145","gotten a lot",13
"26146","gotten to the",13
"26147","grab a bite",13
"26148","grateful to be",13
"26149","great ideas for",13
"26150","great lunch with",13
"26151","great meeting today",13
"26152","great news for",13
"26153","great people and",13
"26154","great show today",13
"26155","great social media",13
"26156","great things in",13
"26157","great time for",13
"26158","great touring atlanta",13
"26159","greatly can ever",13
"26160","grow old because",13
"26161","grow old we",13
"26162","guess what its",13
"26163","guess you could",13
"26164","guy in my",13
"26165","guy is the",13
"26166","guy who is",13
"26167","guys are going",13
"26168","guys cant wait",13
"26169","guys have to",13
"26170","guys know that",13
"26171","ha i dont",13
"26172","had a choice",13
"26173","had enough of",13
"26174","had fun last",13
"26175","had in the",13
"26176","had it for",13
"26177","had me in",13
"26178","had sex with",13
"26179","had some of",13
"26180","had such an",13
"26181","had to cancel",13
"26182","had to watch",13
"26183","hadnt thought of",13
"26184","haha im glad",13
"26185","haha im sure",13
"26186","haha no i",13
"26187","haha oh well",13
"26188","haha yeah it",13
"26189","haha you should",13
"26190","hahah i know",13
"26191","hahaha i dont",13
"26192","hair in the",13
"26193","half of what",13
"26194","half time show",13
"26195","hands up in",13
"26196","hang out and",13
"26197","hanging out w",13
"26198","hanging up on",13
"26199","happened to be",13
"26200","happiness is the",13
"26201","happy are those",13
"26202","happy birthday again",13
"26203","happy birthday jesus",13
"26204","happy birthday lady",13
"26205","happy birthday today",13
"26206","happy birthday ur",13
"26207","happy chinese new",13
"26208","happy easter and",13
"26209","happy ff everyone",13
"26210","happy friday what",13
"26211","happy i dont",13
"26212","happy it is",13
"26213","happy martin luther",13
"26214","happy record store",13
"26215","happy th everyone",13
"26216","happy to take",13
"26217","hard to bring",13
"26218","hard to forget",13
"26219","hard to prove",13
"26220","hard to think",13
"26221","hard to top",13
"26222","hard work on",13
"26223","harder than i",13
"26224","hardest part of",13
"26225","has a bad",13
"26226","has a boyfriend",13
"26227","has a point",13
"26228","has been said",13
"26229","has been up",13
"26230","has been your",13
"26231","has lots of",13
"26232","has no clue",13
"26233","has the highest",13
"26234","has too much",13
"26235","hate how people",13
"26236","hate it i",13
"26237","hate on the",13
"26238","hate you but",13
"26239","have a bigger",13
"26240","have a child",13
"26241","have a movie",13
"26242","have a pair",13
"26243","have a story",13
"26244","have a surprise",13
"26245","have a voice",13
"26246","have a year",13
"26247","have all been",13
"26248","have an hour",13
"26249","have any more",13
"26250","have been like",13
"26251","have done this",13
"26252","have enough to",13
"26253","have ever done",13
"26254","have for you",13
"26255","have fun tomorrow",13
"26256","have i done",13
"26257","have lunch with",13
"26258","have made the",13
"26259","have more days",13
"26260","have never heard",13
"26261","have right now",13
"26262","have some ideas",13
"26263","have some pretty",13
"26264","have stayed in",13
"26265","have such great",13
"26266","have this problem",13
"26267","have to accept",13
"26268","have to cover",13
"26269","have to create",13
"26270","have to help",13
"26271","have to lose",13
"26272","have to stick",13
"26273","have to visit",13
"26274","have to wonder",13
"26275","have you at",13
"26276","have you booked",13
"26277","have you gone",13
"26278","have you there",13
"26279","have your phone",13
"26280","havent been here",13
"26281","havent even been",13
"26282","havent read the",13
"26283","havent seen any",13
"26284","havent watched it",13
"26285","having a little",13
"26286","having a new",13
"26287","having a really",13
"26288","having fun i",13
"26289","having the worst",13
"26290","having to go",13
"26291","having to work",13
"26292","he deserves it",13
"26293","he didnt get",13
"26294","he gets the",13
"26295","he got it",13
"26296","he is amazing",13
"26297","he is coming",13
"26298","he is out",13
"26299","he is playing",13
"26300","he looked like",13
"26301","he made it",13
"26302","he might have",13
"26303","he think he",13
"26304","he was having",13
"26305","he was here",13
"26306","he was still",13
"26307","he will follow",13
"26308","head coach of",13
"26309","head for the",13
"26310","head up to",13
"26311","heading to for",13
"26312","heading to to",13
"26313","heading your way",13
"26314","hear about this",13
"26315","hear from me",13
"26316","heard a rumor",13
"26317","heard of a",13
"26318","heard that song",13
"26319","heard this song",13
"26320","heart is broken",13
"26321","heart of a",13
"26322","hell is a",13
"26323","hello twitter world",13
"26324","help each other",13
"26325","help make a",13
"26326","help me find",13
"26327","help me spread",13
"26328","help us gain",13
"26329","help us trend",13
"26330","help with my",13
"26331","her if you",13
"26332","her in your",13
"26333","her out of",13
"26334","her she was",13
"26335","her when she",13
"26336","here in abq",13
"26337","here in baltimore",13
"26338","here in florida",13
"26339","here in pittsburgh",13
"26340","here when you",13
"26341","here with the",13
"26342","heres a tip",13
"26343","hes in a",13
"26344","hey how you",13
"26345","hey i like",13
"26346","hey i need",13
"26347","hey man thanks",13
"26348","hey thx for",13
"26349","hey you yeah",13
"26350","hi can you",13
"26351","high as a",13
"26352","high school kids",13
"26353","hillerhelps in collaborativelaw",13
"26354","him a follow",13
"26355","him he was",13
"26356","him it was",13
"26357","him to find",13
"26358","him to stop",13
"26359","his new book",13
"26360","his or her",13
"26361","hit him in",13
"26362","hit me on",13
"26363","hit on the",13
"26364","hit the follow",13
"26365","hit the streets",13
"26366","hit the studio",13
"26367","ho ho ho",13
"26368","hold a conversation",13
"26369","hold off on",13
"26370","hold on for",13
"26371","hold on tight",13
"26372","holes in the",13
"26373","home right now",13
"26374","hop dance music",13
"26375","hope i do",13
"26376","hope it rains",13
"26377","hope it wasnt",13
"26378","hope no one",13
"26379","hope she is",13
"26380","hope that doesnt",13
"26381","hope the rest",13
"26382","hope u like",13
"26383","hope ur having",13
"26384","hope we dont",13
"26385","hope you were",13
"26386","hoping it will",13
"26387","hot and i",13
"26388","hot chelle rae",13
"26389","hot in the",13
"26390","house but i",13
"26391","house is a",13
"26392","how about an",13
"26393","how about your",13
"26394","how can it",13
"26395","how come when",13
"26396","how does your",13
"26397","how i like",13
"26398","how it all",13
"26399","how it will",13
"26400","how many you",13
"26401","how my mom",13
"26402","how strong you",13
"26403","how that happened",13
"26404","how they do",13
"26405","how this is",13
"26406","how this works",13
"26407","how to give",13
"26408","how to help",13
"26409","how to save",13
"26410","how to throw",13
"26411","how were the",13
"26412","how you look",13
"26413","how you win",13
"26414","howd you know",13
"26415","huge props to",13
"26416","hunger games book",13
"26417","i act like",13
"26418","i actually thought",13
"26419","i agree on",13
"26420","i also had",13
"26421","i always like",13
"26422","i always make",13
"26423","i always see",13
"26424","i am addicted",13
"26425","i am almost",13
"26426","i am curious",13
"26427","i am d",13
"26428","i am fine",13
"26429","i am guessing",13
"26430","i am impressed",13
"26431","i am intrigued",13
"26432","i am learning",13
"26433","i am over",13
"26434","i am soo",13
"26435","i am using",13
"26436","i am well",13
"26437","i apologize i",13
"26438","i are so",13
"26439","i ate the",13
"26440","i be able",13
"26441","i be so",13
"26442","i be the",13
"26443","i beez in",13
"26444","i beg you",13
"26445","i believe he",13
"26446","i bet is",13
"26447","i better be",13
"26448","i blame it",13
"26449","i bring my",13
"26450","i came out",13
"26451","i can definitely",13
"26452","i can hang",13
"26453","i can hit",13
"26454","i can officially",13
"26455","i can respect",13
"26456","i cannot stand",13
"26457","i cant fucking",13
"26458","i cant leave",13
"26459","i cant message",13
"26460","i check my",13
"26461","i come from",13
"26462","i consider myself",13
"26463","i could handle",13
"26464","i could look",13
"26465","i could still",13
"26466","i couldnt believe",13
"26467","i couldnt sleep",13
"26468","i definitely will",13
"26469","i did in",13
"26470","i didnt answer",13
"26471","i didnt but",13
"26472","i didnt read",13
"26473","i didnt send",13
"26474","i do remember",13
"26475","i do you",13
"26476","i dont ask",13
"26477","i dont hear",13
"26478","i dont wish",13
"26479","i dropped my",13
"26480","i dunno i",13
"26481","i ever did",13
"26482","i ever do",13
"26483","i feel at",13
"26484","i feel guilty",13
"26485","i finally made",13
"26486","i forget that",13
"26487","i forget the",13
"26488","i found on",13
"26489","i fucks with",13
"26490","i get older",13
"26491","i give them",13
"26492","i got another",13
"26493","i got at",13
"26494","i got plenty",13
"26495","i gotta check",13
"26496","i guess is",13
"26497","i guess now",13
"26498","i had something",13
"26499","i have bad",13
"26500","i have days",13
"26501","i have gotten",13
"26502","i have met",13
"26503","i have trouble",13
"26504","i have worked",13
"26505","i havent taken",13
"26506","i hope theres",13
"26507","i is a",13
"26508","i just changed",13
"26509","i just knew",13
"26510","i just sit",13
"26511","i just texted",13
"26512","i just witnessed",13
"26513","i keep hearing",13
"26514","i know her",13
"26515","i know him",13
"26516","i know many",13
"26517","i learned something",13
"26518","i let go",13
"26519","i live by",13
"26520","i lost followers",13
"26521","i love finding",13
"26522","i love playing",13
"26523","i loved her",13
"26524","i made for",13
"26525","i may never",13
"26526","i mean come",13
"26527","i might cry",13
"26528","i only saw",13
"26529","i passed my",13
"26530","i pick up",13
"26531","i posted the",13
"26532","i promise im",13
"26533","i put you",13
"26534","i raise my",13
"26535","i rather have",13
"26536","i really did",13
"26537","i recommend the",13
"26538","i remember correctly",13
"26539","i respect that",13
"26540","i return to",13
"26541","i said to",13
"26542","i saw ur",13
"26543","i say and",13
"26544","i say fuck",13
"26545","i say is",13
"26546","i screwed up",13
"26547","i second this",13
"26548","i see all",13
"26549","i see thanks",13
"26550","i send u",13
"26551","i sense a",13
"26552","i spend a",13
"26553","i stayed home",13
"26554","i still say",13
"26555","i suppose it",13
"26556","i think those",13
"26557","i threw a",13
"26558","i throw a",13
"26559","i totally love",13
"26560","i totally would",13
"26561","i tried the",13
"26562","i truly appreciate",13
"26563","i turned it",13
"26564","i understand how",13
"26565","i used my",13
"26566","i walked in",13
"26567","i wanna give",13
"26568","i wanna party",13
"26569","i wanna put",13
"26570","i want another",13
"26571","i want everyone",13
"26572","i was almost",13
"26573","i was eating",13
"26574","i was feeling",13
"26575","i was good",13
"26576","i was impressed",13
"26577","i was late",13
"26578","i was living",13
"26579","i was off",13
"26580","i was raised",13
"26581","i was rooting",13
"26582","i wasnt on",13
"26583","i watched a",13
"26584","i went in",13
"26585","i were at",13
"26586","i will add",13
"26587","i will also",13
"26588","i will answer",13
"26589","i will cut",13
"26590","i will email",13
"26591","i will forever",13
"26592","i will turn",13
"26593","i wont even",13
"26594","i wont ever",13
"26595","i wont go",13
"26596","i wont i",13
"26597","i would ever",13
"26598","i would i",13
"26599","i would tell",13
"26600","i would try",13
"26601","i would watch",13
"26602","i wouldnt get",13
"26603","i wouldnt trade",13
"26604","ice cream at",13
"26605","id also like",13
"26606","id be lying",13
"26607","id be scared",13
"26608","id be willing",13
"26609","ideas for the",13
"26610","if all goes",13
"26611","if all of",13
"26612","if i really",13
"26613","if i sent",13
"26614","if i tried",13
"26615","if i tweet",13
"26616","if im wrong",13
"26617","if it has",13
"26618","if not im",13
"26619","if she had",13
"26620","if so where",13
"26621","if that helps",13
"26622","if the lakers",13
"26623","if the weather",13
"26624","if the whole",13
"26625","if theres an",13
"26626","if they just",13
"26627","if they really",13
"26628","if u call",13
"26629","if you already",13
"26630","if you always",13
"26631","if you decide",13
"26632","if you meet",13
"26633","if you prefer",13
"26634","if you said",13
"26635","if you talk",13
"26636","if youll live",13
"26637","if youre feeling",13
"26638","if youre just",13
"26639","if youre planning",13
"26640","if youre the",13
"26641","if youre up",13
"26642","ill be glad",13
"26643","ill be over",13
"26644","ill get the",13
"26645","ill get there",13
"26646","ill have it",13
"26647","ill have my",13
"26648","ill have the",13
"26649","ill leave you",13
"26650","ill look forward",13
"26651","ill post a",13
"26652","im a lucky",13
"26653","im actually really",13
"26654","im always down",13
"26655","im buying a",13
"26656","im curious how",13
"26657","im fairly certain",13
"26658","im feeling like",13
"26659","im fine thanks",13
"26660","im getting it",13
"26661","im giving it",13
"26662","im glad he",13
"26663","im happy i",13
"26664","im in an",13
"26665","im in dc",13
"26666","im in trouble",13
"26667","im just as",13
"26668","im just in",13
"26669","im just ready",13
"26670","im just that",13
"26671","im just too",13
"26672","im looking into",13
"26673","im now following",13
"26674","im only a",13
"26675","im over you",13
"26676","im really hoping",13
"26677","im really sad",13
"26678","im really tired",13
"26679","im so done",13
"26680","im so down",13
"26681","im so out",13
"26682","im so there",13
"26683","im sort of",13
"26684","im spending the",13
"26685","im still tired",13
"26686","im still watching",13
"26687","im stuck on",13
"26688","im sure of",13
"26689","im sure theres",13
"26690","im tired im",13
"26691","im using my",13
"26692","im very glad",13
"26693","im with ya",13
"26694","ima have to",13
"26695","image of the",13
"26696","imma go to",13
"26697","impossible for me",13
"26698","in a can",13
"26699","in a flash",13
"26700","in a home",13
"26701","in a plastic",13
"26702","in a pool",13
"26703","in a rush",13
"26704","in a store",13
"26705","in about min",13
"26706","in about years",13
"26707","in and enjoy",13
"26708","in and grab",13
"26709","in and we",13
"26710","in any other",13
"26711","in at pm",13
"26712","in bed right",13
"26713","in but i",13
"26714","in chicago today",13
"26715","in class with",13
"26716","in control of",13
"26717","in degree weather",13
"26718","in elementary school",13
"26719","in every single",13
"26720","in fells point",13
"26721","in forever i",13
"26722","in from the",13
"26723","in great shape",13
"26724","in his arms",13
"26725","in his heart",13
"26726","in his mouth",13
"26727","in his prime",13
"26728","in houston tx",13
"26729","in i dont",13
"26730","in i think",13
"26731","in it to",13
"26732","in jesus name",13
"26733","in june i",13
"26734","in la so",13
"26735","in lieu of",13
"26736","in life than",13
"26737","in life the",13
"26738","in like forever",13
"26739","in like weeks",13
"26740","in long island",13
"26741","in love all",13
"26742","in love at",13
"26743","in love when",13
"26744","in me is",13
"26745","in my apt",13
"26746","in my best",13
"26747","in my zone",13
"26748","in next week",13
"26749","in now to",13
"26750","in or around",13
"26751","in our life",13
"26752","in person and",13
"26753","in relation to",13
"26754","in south africa",13
"26755","in study hall",13
"26756","in the arena",13
"26757","in the article",13
"26758","in the comments",13
"26759","in the course",13
"26760","in the darkness",13
"26761","in the denver",13
"26762","in the dmv",13
"26763","in the entertainment",13
"26764","in the general",13
"26765","in the half",13
"26766","in the light",13
"26767","in the microwave",13
"26768","in the mile",13
"26769","in the movies",13
"26770","in the palm",13
"26771","in the pen",13
"26772","in the story",13
"26773","in the student",13
"26774","in the village",13
"26775","in this moment",13
"26776","in this new",13
"26777","in this place",13
"26778","in this state",13
"26779","in time and",13
"26780","in with us",13
"26781","in yo face",13
"26782","in your fans",13
"26783","in your ff",13
"26784","in your hood",13
"26785","in your tweets",13
"26786","inspired by your",13
"26787","interested in getting",13
"26788","interested in your",13
"26789","interesting to say",13
"26790","into the air",13
"26791","into the final",13
"26792","into the next",13
"26793","into the same",13
"26794","into the top",13
"26795","introducing me to",13
"26796","invite me to",13
"26797","is a dead",13
"26798","is a failure",13
"26799","is a fool",13
"26800","is a fruit",13
"26801","is a reason",13
"26802","is a sexy",13
"26803","is a short",13
"26804","is a strange",13
"26805","is all good",13
"26806","is always open",13
"26807","is always right",13
"26808","is amazing follow",13
"26809","is amazing so",13
"26810","is among the",13
"26811","is an act",13
"26812","is an attitude",13
"26813","is an illusion",13
"26814","is an official",13
"26815","is an option",13
"26816","is available on",13
"26817","is better with",13
"26818","is bringing me",13
"26819","is but the",13
"26820","is coming and",13
"26821","is cracking me",13
"26822","is crazy i",13
"26823","is done now",13
"26824","is done with",13
"26825","is equivalent to",13
"26826","is feeling better",13
"26827","is fine i",13
"26828","is found in",13
"26829","is free for",13
"26830","is getting so",13
"26831","is getting the",13
"26832","is going with",13
"26833","is gonna make",13
"26834","is good news",13
"26835","is here for",13
"26836","is history tomorrow",13
"26837","is i was",13
"26838","is im not",13
"26839","is important for",13
"26840","is in need",13
"26841","is in this",13
"26842","is in you",13
"26843","is involved in",13
"26844","is it an",13
"26845","is it and",13
"26846","is it yet",13
"26847","is just great",13
"26848","is like eating",13
"26849","is like getting",13
"26850","is living in",13
"26851","is lucky to",13
"26852","is making us",13
"26853","is messed up",13
"26854","is my friday",13
"26855","is named after",13
"26856","is necessary to",13
"26857","is never good",13
"26858","is nice and",13
"26859","is not at",13
"26860","is not gonna",13
"26861","is not like",13
"26862","is not measured",13
"26863","is offering off",13
"26864","is ok to",13
"26865","is on saturday",13
"26866","is only for",13
"26867","is open and",13
"26868","is our new",13
"26869","is over im",13
"26870","is perfect it",13
"26871","is picking up",13
"26872","is pleased to",13
"26873","is really about",13
"26874","is really annoying",13
"26875","is really great",13
"26876","is recovering from",13
"26877","is recruiting for",13
"26878","is running a",13
"26879","is simply a",13
"26880","is so dope",13
"26881","is so full",13
"26882","is so old",13
"26883","is something to",13
"26884","is still one",13
"26885","is still up",13
"26886","is that bad",13
"26887","is that guy",13
"26888","is that this",13
"26889","is that where",13
"26890","is the exact",13
"26891","is the foundational",13
"26892","is the heart",13
"26893","is the hot",13
"26894","is the love",13
"26895","is the plan",13
"26896","is the source",13
"26897","is the sweetest",13
"26898","is this week",13
"26899","is to learn",13
"26900","is to lose",13
"26901","is to short",13
"26902","is to stop",13
"26903","is too far",13
"26904","is too small",13
"26905","is trading the",13
"26906","is trending in",13
"26907","is very excited",13
"26908","is very much",13
"26909","is what are",13
"26910","is where we",13
"26911","isnt it i",13
"26912","isnt that bad",13
"26913","isnt the only",13
"26914","it a whirl",13
"26915","it across the",13
"26916","it all about",13
"26917","it all but",13
"26918","it all works",13
"26919","it all you",13
"26920","it always feels",13
"26921","it always seems",13
"26922","it and go",13
"26923","it appears to",13
"26924","it at work",13
"26925","it because its",13
"26926","it before but",13
"26927","it before i",13
"26928","it but then",13
"26929","it but we",13
"26930","it but what",13
"26931","it can help",13
"26932","it did you",13
"26933","it doesnt help",13
"26934","it for him",13
"26935","it for us",13
"26936","it goes on",13
"26937","it i really",13
"26938","it i should",13
"26939","it is at",13
"26940","it is haha",13
"26941","it is no",13
"26942","it is thanks",13
"26943","it is then",13
"26944","it is today",13
"26945","it just looks",13
"26946","it lets go",13
"26947","it looks amazing",13
"26948","it makes a",13
"26949","it may have",13
"26950","it out yet",13
"26951","it over to",13
"26952","it really that",13
"26953","it since i",13
"26954","it sounds so",13
"26955","it stands for",13
"26956","it strange that",13
"26957","it sucks being",13
"26958","it takes away",13
"26959","it takes me",13
"26960","it that much",13
"26961","it that we",13
"26962","it the more",13
"26963","it until i",13
"26964","it up as",13
"26965","it up there",13
"26966","it was up",13
"26967","it was way",13
"26968","it wasnt as",13
"26969","it wasnt that",13
"26970","it will become",13
"26971","it will look",13
"26972","it with our",13
"26973","it with some",13
"26974","it wont last",13
"26975","it wont work",13
"26976","it would help",13
"26977","it would not",13
"26978","it would work",13
"26979","it you guys",13
"26980","itll be great",13
"26981","its a full",13
"26982","its a matter",13
"26983","its a miracle",13
"26984","its a movie",13
"26985","its all love",13
"26986","its always been",13
"26987","its always great",13
"26988","its am here",13
"26989","its awesome to",13
"26990","its back up",13
"26991","its been nice",13
"26992","its been one",13
"26993","its been that",13
"26994","its been the",13
"26995","its cuz im",13
"26996","its definitely not",13
"26997","its finally here",13
"26998","its free and",13
"26999","its go time",13
"27000","its gone be",13
"27001","its gonna get",13
"27002","its in our",13
"27003","its just twitter",13
"27004","its more fun",13
"27005","its not much",13
"27006","its only one",13
"27007","its really sad",13
"27008","its so amazing",13
"27009","its sung in",13
"27010","its the season",13
"27011","its time i",13
"27012","its times like",13
"27013","its too long",13
"27014","its weird how",13
"27015","ive always loved",13
"27016","ive been blessed",13
"27017","ive been too",13
"27018","ive heard people",13
"27019","ive heard the",13
"27020","ive only seen",13
"27021","ive seen some",13
"27022","jam out to",13
"27023","jazz at the",13
"27024","jealous of all",13
"27025","jealous right now",13
"27026","jesus loves you",13
"27027","job is done",13
"27028","jobs in the",13
"27029","johnny depp is",13
"27030","join you in",13
"27031","joining us in",13
"27032","josh hamilton is",13
"27033","juiced up on",13
"27034","jump into the",13
"27035","jumped on the",13
"27036","just a bunch",13
"27037","just act like",13
"27038","just added a",13
"27039","just as important",13
"27040","just been busy",13
"27041","just called my",13
"27042","just cant believe",13
"27043","just cant take",13
"27044","just checked my",13
"27045","just created a",13
"27046","just dont be",13
"27047","just drove by",13
"27048","just finished eating",13
"27049","just get in",13
"27050","just getting back",13
"27051","just go for",13
"27052","just got finished",13
"27053","just heard your",13
"27054","just keep swimming",13
"27055","just kidding im",13
"27056","just left my",13
"27057","just like him",13
"27058","just my luck",13
"27059","just needs a",13
"27060","just not sure",13
"27061","just now realizing",13
"27062","just pissed me",13
"27063","just pulled a",13
"27064","just realized im",13
"27065","just say im",13
"27066","just shut the",13
"27067","just sitting in",13
"27068","just sounds like",13
"27069","just submitted my",13
"27070","just told a",13
"27071","just tweet me",13
"27072","just used the",13
"27073","just walked out",13
"27074","just you wait",13
"27075","keep az sexxy",13
"27076","keep coming back",13
"27077","keep fighting the",13
"27078","keep forgetting to",13
"27079","keep getting better",13
"27080","keep going until",13
"27081","keep telling me",13
"27082","keep us updated",13
"27083","keep your fingers",13
"27084","kind of an",13
"27085","kind of awesome",13
"27086","kinda scared to",13
"27087","kings of leon",13
"27088","knew that i",13
"27089","knew what you",13
"27090","knew youd be",13
"27091","know and love",13
"27092","know exactly how",13
"27093","know how this",13
"27094","know i could",13
"27095","know im the",13
"27096","know its really",13
"27097","know right im",13
"27098","know that it",13
"27099","know the real",13
"27100","know the whole",13
"27101","know we had",13
"27102","know we were",13
"27103","know whether to",13
"27104","knows what im",13
"27105","la beat la",13
"27106","ladies of the",13
"27107","lady think like",13
"27108","lady with a",13
"27109","last chance for",13
"27110","last game of",13
"27111","last i checked",13
"27112","last night had",13
"27113","last night looking",13
"27114","last night love",13
"27115","last night were",13
"27116","last time that",13
"27117","last tweet to",13
"27118","last week for",13
"27119","last week it",13
"27120","last weekend and",13
"27121","last year lol",13
"27122","late on this",13
"27123","laugh a lot",13
"27124","laughed at me",13
"27125","laughter is the",13
"27126","launching a new",13
"27127","leader of the",13
"27128","leap of faith",13
"27129","learn a new",13
"27130","learn from your",13
"27131","learn more do",13
"27132","learned something new",13
"27133","learned that the",13
"27134","least you got",13
"27135","led by a",13
"27136","led me to",13
"27137","left the house",13
"27138","less than months",13
"27139","let em know",13
"27140","let the rain",13
"27141","let the weekend",13
"27142","let this be",13
"27143","lets all get",13
"27144","lets change that",13
"27145","lets hope he",13
"27146","lets start with",13
"27147","lets win this",13
"27148","letting everyone know",13
"27149","letting me get",13
"27150","lie and say",13
"27151","lies behind us",13
"27152","lies in the",13
"27153","life and death",13
"27154","life are the",13
"27155","life has no",13
"27156","life is way",13
"27157","life is when",13
"27158","life so much",13
"27159","life you are",13
"27160","like a broken",13
"27161","like a crazy",13
"27162","like a hot",13
"27163","like a mad",13
"27164","like a pro",13
"27165","like a star",13
"27166","like a young",13
"27167","like an adult",13
"27168","like giving up",13
"27169","like how it",13
"27170","a b c",12
